번호,낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자
220,삼 인,저수지,,경기도 용인시 처인구 남사읍 북리 369,37.1583712,127.141521,,9.5,붕어+잉어,118,고정형,50000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
221,상 덕,저수지,,경기도 용인시 처인구 이동읍 서리 873,37.2149397,127.1636173,,2.09,붕어+잉어,0,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
222,한 터,저수지,,경기도 용인시 처인구 양지면 대대리 639-1,37.2599235,127.276299,,7.76,붕어+잉어+향어,148,고정형,20000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
223,신 기,저수지,,경기도 용인시 처인구 남동 542,37.219866,127.1912656,,2.07,붕어+잉어+향어,75,고정형,40000원,,구명부환+구명조끼+구명줄+소화기+안전사다리,화장실+분리수거장,,,경기도 용인시 처인구청,2024-07-16
224,지곡낚시터,저수지,"경기도 용인시 기흥구 지삼로250번길 65, 뜨레모아 (지곡동)",경기도 용인시 기흥구 지곡동 69,37.2308,127.135,,10232,붕어 등,160,고정형,2만원~15만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-6342,경기도 용인시 기흥구청,2024-07-16
225,죠스실내낚시터,기타,경기도 용인시 기흥구 신갈로58번길 17 (신갈동),경기도 용인시 기흥구 신갈동 53-12,37.2726,127.1076,,65,잉어 등,35,실내낚시터,1만원~1.2만원,,구명부환+소화기+구급약 등,화장실+쓰레기통 등,,031-324-6342,경기도 용인시 기흥구청,2024-07-16
226,물어실내바다낚시터,기타,경기도 용인시 처인구 포곡읍 영문로 128,경기도 용인시 처인구 포곡읍 영문리 82,37.27555,127.2063,031-333-1022,0.13,랍스터,40,좌대,4.4만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16
227,장계,저수지,,경기도 안성시 죽산면 장계리 868,37.040644,17.406525,031-674-9111,119000,붕어,50,고정형+부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
228,월향,저수지,경기도 안성시 고삼면 고삼호수로 144-4,경기도 안성시 고삼면 월향리 591,37.085938,127.272579,031-673-6399,3700,붕어,70,고정형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
229,산우물,저수지,경기도 안성시 보개면 남사당로 539-8,경기도 안성시 보개면 신안리 197,37.060386,127.315883,031-676-1707,16000,붕어,80,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
230,독정,저수지,경기도 안성시 원곡면 원당로 108,경기도 안성시 원곡면 칠곡리 811-1,37.040221,127.159316,031-675-0842,40000,붕어,77,고정형+부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
231,개나리낚시공원,평지,경기도 안성시 삼죽면 개나리길 128,경기도 안성시 삼죽면 진촌리 18-2,37.050525,127.372127,031-674-8799,9900,붕어,100,고정형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
232,고삼,저수지,,경기도 안성시 고삼면 월향리 20,37.093261,127.289348,031-672-3481,274700,붕어,130,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
233,관광농원낚시터,평지,경기도 여주시 북내면 중암2길 19-22,,37.356465,127.710493,031-883-9499,3388,붕어,64,고정형,1일 30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 여주시청,2023-08-01
234,오산낚시터,평지,경기도 여주시 가남읍 양화로 154-23,,37.2355128,127.559427,,572,붕어,54,고정형,1일 10000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 여주시청,2023-08-01
235,가남낚시터,평지,경기도 여주시 가남읍 건은로 82-67,,37.194979,127.544009,031-882-1673,1605,붕어+잉어+향어,185,고정형,1일 30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 여주시청,2023-08-01
236,신근낚시터,저수지,경기도 여주시 흥천면 신율로 36,,37.308914,127.557689,031-883-0641,11901,붕어,110,고정형,1일 10000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 여주시청,2023-08-01
237,어우실낚시터,저수지,경기도 여주시 어우실길 65,,37.151903,127.6579298,031-882-6500,154000,붕어,100,부유형,1일 20000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 여주시청,2023-08-01
238,삼합낚시터,저수지,경기도 여주시 점동로650,,37.199815,127.726804,031-886-6767,48000,붕어,270,고정형,1일 20000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,,경기도 여주시청,2023-08-01
239,금광호수,저수지,경기도 안성시 금광면 진안로 905,경기도 안성시 금광면 금광리 297-3,36.9898764,127.329794,,1384000,붕어,90,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,박두진 둘레길,031-674-2594,안성시,2024-07-17
240,반제,저수지,경기도 안성시 원곡면 반제호수길 90,경기도 안성시 원곡면 반제리 378-4,37.026444,127.165384,031-652-6369,117000,붕어,200,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,3.1 운동기념관,031-678-2594,안성시,2024-07-17
241,꼴미,저수지,경기도 안성시 고삼면 삼은길 15,경기도 안성시 고삼면 봉산리 204-2,37.076432,127.288986,031-674-0757,14500,붕어,50,고정형+부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
242,칠곡,저수지,경기도 안성시 원곡면 만세로 1112,경기도 안성시 원곡면 칠곡리 379-2,37.047548,127.155988,031-652-7745,162000,붕어,150,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
243,두메,저수지,경기도 안성시 죽산면 두메호수로 90,경기도 안성시 죽산면 두교리 465,37.008264,127.428955,031-672-7838,481000,붕어,200,부유형,낚시터 문의 바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,죽주산성,031-678-2594,안성시,2024-07-17
244,청월,저수지,경기도 안성시 고삼면 고삼호수로 176-29,경기도 안성시 고삼면 월향리 402-2,37.085688,127.277025,031-672-7072,4500,붕어,50,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
245,연못,저수지,경기도 안성시 고삼면 산양길 22,경기도 안성시 고삼면 월향리 44-2,37.094849,127.289617,031-672-3870,3600,붕어,10,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
246,성은,저수지,경기도 안성시 원곡면 통심길 16-46,경기도 안성시 원곡면 성은리 403-1,37.071231,127.166836,031-655-6507,9000,붕어,50,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
247,도곡,저수지,경기도 안성시 양성면 양성로 376-101,경기도 안성시 양성면 도곡리 35-1,37.088009,127.216608,031-672-4643,20000,붕어,70,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
248,조일,저수지,경기도 안성시 양성면 조일말길 35-19,경기도 안성시 양성면 조일리 93,37.71125,127.212681,031-6740-8669,20000,붕어,62,고정형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
249,만정,저수지,경기도 안성시 공도읍 만수동길 57,경기도 안성시 공도읍 만정리 56-10,37.018111,127.183264,031-658-5006,238000,붕어,110,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
250,신미골,저수지,경기도 안성시 삼죽면 신미1길 181,경기도 안성시 삼죽면 미장리 39-1,37.038116,127.377075,,11300,붕어,40,고정형,낚시터 문의 바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
251,마둔,저수지,경기도 안성시 금광면 배티로 521,경기도 안성시 금광면 장죽리 산 26-4,36.974239,127.314235,031-675-9229,400000,붕어,100,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,석남사,031-678-2594,안성시,2024-07-17
252,용설,저수지,경기도 안성시 죽산면 용설호수길 174-13,경기도 안성시 죽산면 용설리 519-7,37.057744,127.444983,031-676-5518,526600,붕어,100,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,용설호 문화마을,031-678-2594,안성시,2024-07-17
253,노곡,저수지,경기도 안성시 양성면 안성맞춤대로 2184-5,경기도 안성시 양성면 노곡리 247-2,37.106131,127.253152,031-672-2131,27200,붕어,50,부유형,낚시터 문의바람,수초지대와 거넌편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,미리내성지,031-678-2594,안성시,2024-07-17
254,농촌지,저수지,경기도 안성시 발화대길 221 (발화동),경기도 안성시 발화동 118,36.983539,127.284644,031-673-3436,30900,붕어,150,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
255,덕산,저수지,경기도 안성시 삼죽면 덕산호수길 87,경기도 안성시 삼죽면 배태리 76-1,37.076725,127.366471,031-672-4527,327000,붕어,60,부유형,낚시터 문의 바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
256,미산,저수지,경기도 안성시 양성면 미리내성지로 299-8,경기도 안성시 양성면 미산리 377-1,37.129984,127.257803,031-674-9111,198000,붕어,50,시설없음,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,미리내성지,031-678-2594,안성시,2024-07-17
257,동신곡,저수지,경기도 안성시 금광면 동신곡길 52,경기도 안성시 금광면 신양복리 61,37.009422,127.331959,031-674-9933,14000,붕어,100,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
258,장광,저수지,경기도 안성시 죽산면 관앞길 103-6,경기도 안성시 죽산면 매산리 695-4,37.097851,127.429726,031-672-6677,20000,붕어,180,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
259,명인,저수지,경기도 안성시 원곡면 새울길 87-12,경기도 안성시 원곡면 내가천리 203-31,37.071332,127.212969,050-7147-1422,20000,붕어,138,고정형+부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
260,성주리,저수지,경기도 안성시 원곡면 원암로 194-93,경기도 안성시 원곡면 성주리 51,37.082602,127.176224,031-656-4923,6000,붕어,84,고정형+부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
261,덕봉,저수지,경기도 안성시 양성면 덕봉서원로 601-76,경기도 안성시 양성면 덕봉리 산 8,37.052552,127.187616,031-673-4529,16500,붕어,75,고정형+부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
262,참샘,평지,경기도 안성시 원곡면 지문북길 98,경기도 안성시 원곡면 지문리 303-4,37.067592,127.151253,031-656-1051,3000,붕어,30,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
263,거청,저수지,경기도 안성시 대덕면 배꽃길 16,경기도 안성시 대덕면 모산리 423,37.026031,127.240801,031-677-1191,27000,붕어,200,부유형,낚시터 문의바람,수초지대와 건너편,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,,031-678-2594,안성시,2024-07-17
264,묵리낚시터,저수지,경기도 용인시 처인구 이동읍 이원로 375,경기도 용인시 처인구 이동읍 묵리 591,37.17612,127.2327,031-332-7272,0.29,붕어,120,좌대,2만원~4만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16
265,용담낚시터,저수지,,경기도 용인시 처인구 원삼면 사암리 55,37.18648,127.3066,031-322-7860,37.68,붕어,120,좌대+방갈로,2.5만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16
266,사계절낚시터,저수지,경기도 용인시 처인구 이동읍 경기동로742번길 56,경기도 용인시 처인구 이동읍 송전리 984,37.13456,127.1942,,1.42,붕어,100,좌대+방갈로,2.5만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16
267,신원낚시터,저수지,,경기도 용인시 처인구 이동읍 묵리 915,37.78644,127.2248,031-332-7634,23.8,붕어,110,좌대+방갈로,4만원~5만원,,구명부환+소화기+구급약품 등,화장실+쓰레기통 등,,031-324-5352,경기도 용인시 처인구청,2024-07-16
